,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,陳夢(RSH),0:1,0,3,X,F,3,5,1,1,2,5,F,5,2,1,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,陳夢(RSH),1:1,1,4,X,F,3,5,1,1,2,2,F,5,2,A,1,2,5,B,2,1,1,2,1,7,F,1,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,孫穎莎(RSH),2:1,0,5,Y,F,3,5,1,1,2,2,B,5,2,8,1,2,8,B,2,2,1,2,1,8,B,2,3,5,2,1,A,B,3,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,孫穎莎(RSH),3:1,0,23,Y,F,3,5,1,2,2,2,F,5,4,A,1,2,4,F,4,2,1,3,1,8,B,2,2,B,2,1,8,B,2,3,1,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,F,2,3,2,2,1,A,B,3,3,B,2,1,A,B,3,2,1,2,1,8,F,2,1,2,2,1,7,F,1,2,2,2,1,8,B,2,3,2,2,1,8,B,3,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,
5,5,陳夢(RSH),3:2,0,5,X,F,3,3,1,1,2,A,B,3,2,8,1,2,5,F,2,2,1,2,1,8,F,2,1,2,3,1,7,F,1,0,B,1,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,陳夢(RSH),3:3,0,5,X,F,3,5,1,1,2,2,B,5,3,1,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,孫穎莎(RSH),3:4,1,6,Y,F,3,4,1,1,2,4,F,4,3,1,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,0,2,3,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,孫穎莎(RSH),3:5,1,6,Y,F,3,2,1,2,2,8,B,2,3,1,2,1,A,B,3,2,2,2,1,8,B,2,4,2,2,1,2,B,4,3,8,2,2,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,陳夢(RSH),4:5,1,4,X,F,3,5,1,1,2,2,F,5,4,A,1,2,4,F,4,6,1,2,1,6,F,6,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,陳夢(RSH),5:5,1,10,X,F,3,5,1,1,2,2,F,5,2,8,1,2,5,B,2,2,1,2,1,8,B,2,2,2,2,1,8,F,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,F,2,1,2,2,1,7,F,1,2,2,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,孫穎莎(RSH),6:5,0,11,Y,F,3,5,1,2,2,2,B,5,2,1,2,1,8,B,2,2,2,2,1,8,B,2,1,2,2,1,7,F,1,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,1,2,2,1,7,F,1,2,2,2,1,8,F,2,2,2,3,1,8,F,2,0,5,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,孫穎莎(RSH),6:6,1,8,Y,F,3,5,1,1,2,2,B,5,2,1,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,F,2,2,2,3,1,8,F,2,3,2,2,1,A,B,3,3,3,3,1,A,B,3,0,B,9,9,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,陳夢(RSH),6:7,0,11,X,F,3,4,1,1,2,1,F,4,5,A,1,2,2,F,5,3,8,2,2,A,B,3,2,1,2,1,8,F,2,1,2,2,1,7,F,1,2,2,2,1,8,B,2,2,B,1,1,8,F,2,2,3,3,1,8,F,2,2,B,2,1,8,F,2,1,3,1,1,7,F,1,0,C,1,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,陳夢(RSH),7:7,1,8,X,F,3,5,1,1,2,2,B,5,5,8,1,2,5,B,5,2,1,2,1,8,F,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,F,2,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,孫穎莎(RSH),7:8,1,5,Y,F,3,2,1,1,2,8,B,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,孫穎莎(RSH),7:9,1,4,Y,F,3,5,1,1,2,5,B,5,3,1,2,1,A,B,3,2,2,3,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17,陳夢(RSH),8:9,1,2,X,F,3,2,1,2,2,8,F,2,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18,陳夢(RSH),9:9,1,4,X,F,3,3,1,1,2,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19,孫穎莎(RSH),10:9,0,9,Y,F,3,5,1,1,2,5,B,5,2,1,2,1,8,B,2,2,2,2,1,8,F,2,2,2,2,1,8,F,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,3,1,A,B,3,2,2,2,1,8,F,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,孫穎莎(RSH),11:9,0,5,Y,F,3,5,1,1,2,2,F,5,3,8,1,2,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,O,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,孫穎莎(RSH),0:1,1,8,Y,F,3,4,1,2,2,1,F,4,1,8,1,2,7,F,1,1,1,3,1,7,F,1,2,5,2,1,8,F,2,2,1,3,1,8,B,2,1,2,2,1,7,F,1,5,2,3,1,7,F,5,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,孫穎莎(RSH),0:2,1,2,Y,F,3,5,1,1,2,2,B,5,0,1,1,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,陳夢(RSH),0:3,0,3,X,F,3,5,1,1,2,2,B,5,3,1,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,陳夢(RSH),1:3,1,2,X,F,3,5,1,1,2,2,F,5,0,A,1,2,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,孫穎莎(RSH),2:3,0,9,Y,F,3,2,1,2,2,8,B,2,2,1,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,孫穎莎(RSH),2:4,1,4,Y,F,3,5,1,1,2,2,F,5,4,A,1,2,4,F,4,1,1,2,1,7,F,1,0,5,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,陳夢(RSH),3:4,1,16,X,F,3,4,1,2,2,1,F,4,5,A,1,2,2,F,5,5,A,1,2,2,F,5,2,8,1,2,8,B,2,1,1,2,1,7,F,1,1,2,3,1,7,F,1,3,2,2,1,A,B,3,2,5,2,1,8,B,2,3,1,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,1,2,2,1,7,F,1,2,2,2,1,7,F,2,2,2,3,1,8,F,2,0,5,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,陳夢(RSH),4:4,1,2,X,F,3,3,1,2,2,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,孫穎莎(RSH),4:5,1,2,Y,F,3,2,1,2,2,8,B,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,孫穎莎(RSH),5:5,0,3,Y,F,3,5,1,1,2,2,B,5,2,1,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,陳夢(RSH),6:5,1,8,X,F,3,5,1,1,2,2,F,5,5,A,1,2,2,B,5,2,8,1,1,8,F,2,3,1,3,1,A,B,3,2,5,2,1,8,B,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,陳夢(RSH),7:5,1,3,X,F,3,4,1,2,2,1,F,4,5,A,1,2,2,B,5,5,8,1,2,2,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,孫穎莎(RSH),8:5,0,7,Y,F,3,5,1,1,2,2,B,5,2,1,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,3,3,1,A,B,3,2,5,2,1,8,F,2,0,1,3,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14,孫穎莎(RSH),9:5,0,8,Y,F,3,4,1,2,2,1,F,4,3,8,1,2,A,B,3,2,1,3,1,8,B,2,3,5,2,1,A,B,3,2,1,2,1,8,B,2,1,2,2,1,7,F,1,1,2,2,1,7,F,1,3,2,2,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,陳夢(RSH),9:6,0,5,X,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,2,A,1,2,8,F,2,1,1,2,1,7,F,1,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,陳夢(RSH),10:6,1,4,X,F,3,3,1,2,2,A,B,3,3,1,2,1,A,B,3,2,2,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,孫穎莎(RSH),11:6,0,3,Y,F,3,5,1,1,2,2,B,5,2,4,2,1,8,B,2,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
